id,text,selected_text,sentiment
19,"এই শহরতলির প্রতিবেশী স্পট একটি বীট মিস না,অবিশ্বাস্য খাদ্য থেকে, উষ্ণ বায়ুমণ্ডলে, বন্ধুত্বপূর্ণ পরিষেবাতে, ।","অবিশ্বাস্য খাদ্য থেকে, উষ্ণ বায়ুমণ্ডলে, বন্ধুত্বপূর্ণ পরিষেবা",positive
287,সেবা অবিশ্বাস্য এবংগ্রেট ভারতীয় খাদ্য  ।,"অবিশ্বাস্য , গ্রেট",positive
502,আমি অনেক খুশি অবশেষ এক সিনিয়র খেলোয়াড় কে সম্মান করবো বিসিবি।,অনেক খুশি সিনিয়র খেলোয়াড় কে সম্মান,positive
45,আমি অত্যন্ত সোফিয়া পিজা সুপারিশ।,অত্যন্ত,positive
121,Ambiance- আরামপ্রদ এবং আড়ম্বরপূর্ণ,Ambiance- আরামপ্রদ এবং আড়ম্বরপূর্ণ,positive
118,অনেক দেশে ৩০ বছর পার হলেও জাতীয় দলে ডাক পায়।আমাদের দেশে ৩০ বছর বয়স হলে তাকে দলের বোঝা ভেবে ছুড়ে ফেলে দেয়া হয়।,৩০ বছর পার হলেও জাতীয় দলে ডাক পায়,positive
1612,100% রাইট,100% রাইট,positive
123,"পাকিস্তান বোলিং এ সর্বকালের সেরা একটি দল,যাদের কোনো তুলনা হয় না"," সর্বকালের সেরা , তুলনা হয় না",positive
1619,একবারে সবার মনের কথা বলেছেন।, মনের কথা ,positive
91,"মোসাদ্দেক, সাব্বির থেকে ভাল", ভাল,positive
1734,"কাল আমি এই ভিডিও শেয়ার করেছিলাম,,,,আজ দেখি অনেক ভিউ। আমারো ভালো লাগলো দেখে। মানুষ সত্যিটা জানতে পারছে।", আমারো ভালো লাগলো দেখে,positive
1624,আসিফ ভাই আপনাকে অনেক ধন্যবাদ, অনেক ধন্যবাদ,positive
2617,"মোমিনুল, রাজ্জাক কতোয়না ভালো খেলছে। অথচ এরায় সুযোগ পায়না।", অথচ এরায় সুযোগ পায়না।,positive
1714,"আপনার ভয়েস সুন্দর, আর কিছু আপডেট হউন, এদের মত লাগবে যদি আপনি নিজের ফেস দেখিয়ে ভিডিও করেন আর সাবস্ক্রাইব তো হবেই। এগিয়ে যান",ভয়েস সুন্দর এগিয়ে যান,positive
1800,হাশিম আমলার আন্তর্জাতিক ৫৪ সেঞ্চুরীকে ছাড়িয়ে বিরাট ৫৫ আন্তর্জাতিক শতকের মালিক হলেন।,হাশিম আমলার আন্তর্জাতিক ৫৪ সেঞ্চুরীকে ছাড়িয়ে বিরাট ৫৫ আন্তর্জাতিক শতকের মালিক হলেন।,neutral
1924,হায় বেলা,হায় বেলা,neutral
1830,হাথুরুর সময়ে মমিনুল ভাল ব্যাটিং করে নাই।,হাথুরুর সময়ে মমিনুল ভাল ব্যাটিং করে নাই।,neutral
1957,হাতুড়েকে কে সরিয়ে দিয়েছে?,হাতুড়েকে কে সরিয়ে দিয়েছে?,neutral
1954,হাতুড়ে গেলেই বাংলাদেশের আর জয়ের কোন সম্ভবনা নাই।,হাতুড়ে গেলেই বাংলাদেশের আর জয়ের কোন সম্ভবনা নাই।,neutral
1751,হাউজ স্ট্রিপ হাউস শুধুমাত্র অন্য স্টেকহাউজ যা রথের একটি মোমবাতি রাখা স্ট্রিপ।,হাউজ স্ট্রিপ হাউস শুধুমাত্র অন্য স্টেকহাউজ যা রথের একটি মোমবাতি রাখা স্ট্রিপ।,neutral
1787,স্লো উইকেট ব্যাটিং করার মতো পরিস্থিতি নেই,স্লো উইকেট ব্যাটিং করার মতো পরিস্থিতি নেই,neutral
1862,স্যার লিটন দাস এবার ফ্ল্যাট দাবি করতেই পারে??,স্যার লিটন দাস এবার ফ্ল্যাট দাবি করতেই পারে??,neutral
1831,"স্যার ব্রাডম্যান যদি খেলায় সর্বকালের সেরা হয়,মানবিক গুনাবলীতে মাশরাফি ক্রিকেট ইতিহাসে সর্বকালের সেরা।","স্যার ব্রাডম্যান যদি খেলায় সর্বকালের সেরা হয়,মানবিক গুনাবলীতে মাশরাফি ক্রিকেট ইতিহাসে সর্বকালের সেরা।",neutral
1918,স্কলারি প্যানকেস এবং ফ্রাইং ডাম্পলিংগুলি সাধারণ কিছুই ছিল না।,স্কলারি প্যানকেস এবং ফ্রাইং ডাম্পলিংগুলি সাধারণ কিছুই ছিল না।,neutral
1958,সেরকম পয়সাও তারা উসুল করে দিয়ে গেছে।,সেরকম পয়সাও তারা উসুল করে দিয়ে গেছে।,neutral
1774,সেমিতে আমাদের প্রতিপক্ষ ভারত (প্রায় নিশ্চিত)।,সেমিতে আমাদের প্রতিপক্ষ ভারত (প্রায় নিশ্চিত)।,neutral
2052,সেবা ঠিক ছিল।,সেবা ঠিক ছিল।,neutral
1856,সেখানে যান সেখানেই এবং বিভিন্ন সীফুড খাবার এবং appetizers সমন্বয় ছিল।,সেখানে যান সেখানেই এবং বিভিন্ন সীফুড খাবার এবং appetizers সমন্বয় ছিল।,neutral
1799,"সেখানে আমার বন্ধু আমাকে নিয়ে গিয়েছিলেন  কিন্তু,থাই খাবারেরজন্য আমি সবচেয়ে অভিজ্ঞ ব্যক্তি নই।","সেখানে আমার বন্ধু আমাকে নিয়ে গিয়েছিলেন  কিন্তু,থাই খাবারেরজন্য আমি সবচেয়ে অভিজ্ঞ ব্যক্তি নই।",neutral
1782,সুয়ান এই আনুগত্য চ্যালেঞ্জ করেছে।,সুয়ান এই আনুগত্য চ্যালেঞ্জ করেছে।,neutral
2050,সুপারিশ প্রয়োজন অবশ্যই,সুপারিশ প্রয়োজন অবশ্যই,neutral
1815,"সাংহাইতে আমার জীবনের বেশিরভাগ সময়ই ছিল, এবং ভাবা হয়েছিল যে এই খাবারটি গ্রীন বো রেস্তোরাঁর মতই তুলনীয় ছিল","সাংহাইতে আমার জীবনের বেশিরভাগ সময়ই ছিল, এবং ভাবা হয়েছিল যে এই খাবারটি গ্রীন বো রেস্তোরাঁর মতই তুলনীয় ছিল",neutral
1944,সাব্বিরের পরিবর্তে মাশরাফিকে টেষ্টে ব্যাটসম্যান হিসাবে নেয়াযেত!!,সাব্বিরের পরিবর্তে মাশরাফিকে টেষ্টে ব্যাটসম্যান হিসাবে নেয়াযেত!!,neutral
1748,সানজামুল ইসালামের ২০০ রানের বিনিনয়ে কেনা একমাত্র উইকেটটি নাকি তার গুরু নান্নুকে উপহার দিয়েছে?,সানজামুল ইসালামের ২০০ রানের বিনিনয়ে কেনা একমাত্র উইকেটটি নাকি তার গুরু নান্নুকে উপহার দিয়েছে?,neutral
1768,সাকিবের অভাব কেউ পূরণ করতে পারবেনা। তবে রাজ্জাক তার অভিজ্ঞতা কাজে লাগিয়ে দলকে কিছু উপহার দিতে পারেন..,সাকিবের অভাব কেউ পূরণ করতে পারবেনা। তবে রাজ্জাক তার অভিজ্ঞতা কাজে লাগিয়ে দলকে কিছু উপহার দিতে পারেন..,neutral
1754,সাকিব সুস্ত হলে কি রাজ্জাক বাদ.,সাকিব সুস্ত হলে কি রাজ্জাক বাদ.,neutral
153,সাকিব টাচ এ ছিল কিন্তু তামিম সাকিব কে রান আউট করলো।,সাকিব টাচ এ ছিল কিন্তু তামিম সাকিব কে রান আউট করলো।,neutral
1843,সম্ভবত।,সম্ভবত।,neutral
1999,সমস্যাটি হল- এটি একধরনের  নির্দিষ্ট সম্পর্কের ব্যাপার।,সমস্যাটি হল- এটি একধরনের  নির্দিষ্ট সম্পর্কের ব্যাপার।,neutral
1930,সত্যিই।,সত্যিই।,neutral
1865,শ্রীলঙ্কার সবাইকে একসাথে নিয়ে কেক কাটার উদযাপনটা করলে আমার মনে হয় আরো ভালো লাগতো,শ্রীলঙ্কার সবাইকে একসাথে নিয়ে কেক কাটার উদযাপনটা করলে আমার মনে হয় আরো ভালো লাগতো,neutral
1932,শ্রীলঙ্কা,শ্রীলঙ্কা,neutral
1919,শেষ বুদ্ধিতে আমরাও ছিলাম।,শেষ বুদ্ধিতে আমরাও ছিলাম।,neutral
1928,শেফ এবং মালিক পরিবর্তিত হয়েছে ???,শেফ এবং মালিক পরিবর্তিত হয়েছে ???,neutral
1778,শুভগতর বদলা রুবেল কে নিলে দলে ভারসাম্য আসতো,শুভগতর বদলা রুবেল কে নিলে দলে ভারসাম্য আসতো,neutral
1969,শুনেছি রংপুরের থিম নাকি জয়ের লড়াই,শুনেছি রংপুরের থিম নাকি জয়ের লড়াই,neutral
2530,ভাইয়া কি খিলগাঁও থাকেন ?,ভাইয়া কি খিলগাঁও থাকেন ?,neutral
2116,ভাই এই মুভির নাম কি?,ভাই এই মুভির নাম কি?,neutral
1845,ভবিষ্যতে সাকিবের অভাব পূরণ করতে পারে মিরাজ এবং আফিফ।,ভবিষ্যতে সাকিবের অভাব পূরণ করতে পারে মিরাজ এবং আফিফ।,neutral
1777,ব্যাপার না। এটা শুধুমাত্র দুর্ঘটনা ছাড়া কিছু না।,ব্যাপার না। এটা শুধুমাত্র দুর্ঘটনা ছাড়া কিছু না।,neutral
1946,"বেচারা সাব্বির। তার কি অপরাধ,যার টেষ্ট ম্যাচ খেলার ইচ্ছেই নেই তাকে বাংলাদেশ টিম জোর করে টেষ্টে নামিয়ে দিচ্ছে","বেচারা সাব্বির। তার কি অপরাধ,যার টেষ্ট ম্যাচ খেলার ইচ্ছেই নেই তাকে বাংলাদেশ টিম জোর করে টেষ্টে নামিয়ে দিচ্ছে",neutral
1962,বৃস্টির কারনে কুমিল্লা হারলো?,বৃস্টির কারনে কুমিল্লা হারলো?,neutral
2091,বিপদ তো সব জায়গায়।,বিপদ তো সব জায়গায়।,neutral
1942,বিদেশী ৫ জন এক ম্যাচে ঠিকই আছে।,বিদেশী ৫ জন এক ম্যাচে ঠিকই আছে।,neutral
1852,বাঁহাতি স্পিনার নাদিম,বাঁহাতি স্পিনার নাদিম,neutral
1916,বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে।,বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে।,neutral
1746,বাংলাদেশ ক্রিকেট দলে যদি প্রতিভাবান ও যোগ্য ব্যক্তিরা সুযোগ পেতো তবে দেশের ক্রিকেট আরো অনেক আগেই পৃথিবীর অন্যতম সেরা দল হতো।,বাংলাদেশ ক্রিকেট দলে যদি প্রতিভাবান ও যোগ্য ব্যক্তিরা সুযোগ পেতো তবে দেশের ক্রিকেট আরো অনেক আগেই পৃথিবীর অন্যতম সেরা দল হতো।,neutral
1820,বাংলাদেশ কোন কোচের ওপর নির্ভর করে খেলেনা খেলে নিজেদের যোগ্যতা ও শ্রম দিয়ে,বাংলাদেশ কোন কোচের ওপর নির্ভর করে খেলেনা খেলে নিজেদের যোগ্যতা ও শ্রম দিয়ে,neutral
2403,বাংলাদেশ কি হইলু,বাংলাদেশ কি হইলু,neutral
1742,"বাংলাদেশ উপেক্ষা করেনি, করেছে হাতুরাসিংহে।","বাংলাদেশ উপেক্ষা করেনি, করেছে হাতুরাসিংহে।",neutral
2529,বাবু ভাই ইন্ডিয়ান ভ্যারিয়েন্ট সেটটি কিনে বাংলাদেশে ব্যবহার করলে কোন প্রবলেম হবে কি??,বাবু ভাই ইন্ডিয়ান ভ্যারিয়েন্ট সেটটি কিনে বাংলাদেশে ব্যবহার করলে কোন প্রবলেম হবে কি??,neutral
1760,বাগেরহাট ফকিরহাটের কৃতি সন্তান,বাগেরহাট ফকিরহাটের কৃতি সন্তান,neutral
1980,"বস,আপনার মত আমরাও তাকিয়ে শুধু দেখলাম।","বস,আপনার মত আমরাও তাকিয়ে শুধু দেখলাম।",neutral
1941,বরিশাল আর ময়মনসিংহকে এড করা হোক।,বরিশাল আর ময়মনসিংহকে এড করা হোক।,neutral
1896,ফাইনালি হি ইজ ব্যাক,ফাইনালি হি ইজ ব্যাক,neutral
1790,প্রথম দিকে উইকেট না পেলে ম‍্য‌াচ বাঁচানো কষ্টের হবে।,প্রথম দিকে উইকেট না পেলে ম‍্য‌াচ বাঁচানো কষ্টের হবে।,neutral
1759,প্রথম টেষ্টে মিস করলাম।,প্রথম টেষ্টে মিস করলাম।,neutral
1900,প্রত্যাশা বড় ব্যাটিং বিপর্যয়ে না পড়ে যায় দল,প্রত্যাশা বড় ব্যাটিং বিপর্যয়ে না পড়ে যায় দল,neutral
1763,পিচে টারন আছে। খেলা ৪ দিনে শেষ হবে।,পিচে টারন আছে। খেলা ৪ দিনে শেষ হবে।,neutral
1907,পিচ ভালো না হলে রান করা কঠিন,পিচ ভালো না হলে রান করা কঠিন,neutral
1963,"পিঙ্ক পনি একটি চমৎকার জায়গা ,এটা লজ্জাজনক যে  সুবিধাজনক জায়গায়  অকথিত সেবা","পিঙ্ক পনি একটি চমৎকার জায়গা ,এটা লজ্জাজনক যে  সুবিধাজনক জায়গায়  অকথিত সেবা",neutral
1872,নেক্সট ম্যাচ এ রাজ্জাক রে চাই অন্তত ভাল অবসরের জন্য হলেও।,নেক্সট ম্যাচ এ রাজ্জাক রে চাই অন্তত ভাল অবসরের জন্য হলেও।,neutral
1737,নিজেদের মাঠ সম্পর্কে ধারনা নাই দলের ?,নিজেদের মাঠ সম্পর্কে ধারনা নাই দলের ?,neutral
1864,ধারাবাহিকভাবে ভালো খেলাই একজন ভালো খেলোয়ারের বৈশিষ্ট্য হওয়া উচিত...,ধারাবাহিকভাবে ভালো খেলাই একজন ভালো খেলোয়ারের বৈশিষ্ট্য হওয়া উচিত...,neutral
2527,ধন্যবাদ ভাই ❤️,ধন্যবাদ ভাই,positive
1739,"দ্বিতীয়ত, এই রাতে জায়গাটি পূর্ব দিকের মহিলার সুগন্ধি দ্বারা পরিপূর্ণ ছিল।","দ্বিতীয়ত, এই রাতে জায়গাটি পূর্ব দিকের মহিলার সুগন্ধি দ্বারা পরিপূর্ণ ছিল।",neutral
1771,দুই স্পীনার‌ের ব‌েশী খ‌েলান‌ো মোট‌েও ঠ‌িক হব‌ে না। স‌েক্ষেত্র‌ে রাজ্জাক ও ম‌োসদ্দেকই যথ‌েষ্ট।,দুই স্পীনার‌ের ব‌েশী খ‌েলান‌ো মোট‌েও ঠ‌িক হব‌ে না। স‌েক্ষেত্র‌ে রাজ্জাক ও ম‌োসদ্দেকই যথ‌েষ্ট।,neutral
1951,দুই তারকা শেফ বেশ কিছু সময় আগে তাদের নিজস্ব জায়গা চলে গেছে।,দুই তারকা শেফ বেশ কিছু সময় আগে তাদের নিজস্ব জায়গা চলে গেছে।,neutral
1964,দলগুলো লাভের মুখ কিভাবে দেখে সেটা একটা বড় প্রশ্ন বটে।।,দলগুলো লাভের মুখ কিভাবে দেখে সেটা একটা বড় প্রশ্ন বটে।।,neutral
1940,দল সংখ্যা ৭ থেকে বাড়িয়ে ৯ টি করা হোক।,দল সংখ্যা ৭ থেকে বাড়িয়ে ৯ টি করা হোক।,neutral
1931,তিনটাই একই মানের।,তিনটাই একই মানের।,neutral
1738,"তারা এত দ্রুত কিনছেন যে,তারা সাহায্য করতে পারবে না।","তারা এত দ্রুত কিনছেন যে,তারা সাহায্য করতে পারবে না।",neutral
1850,"তারা এটি নিশ্চিত করব,সব অন্যান্য পর্যালোচনা পড়ুন, ।","তারা এটি নিশ্চিত করব,সব অন্যান্য পর্যালোচনা পড়ুন, ।",neutral
1780,তামিম জিতলে জিতে তার মা।,তামিম জিতলে জিতে তার মা।,neutral
1935,তাদেরকে বলো হার্কি আপনাকে পাঠিয়েছেন এবং ওয়েটারদের থেকে বিনামূল্যে বিভ্রান্তিকর  একটি চেহারা পাবেন।,তাদেরকে বলো হার্কি আপনাকে পাঠিয়েছেন এবং ওয়েটারদের থেকে বিনামূল্যে বিভ্রান্তিকর  একটি চেহারা পাবেন।,neutral
1881,তাঁকে যদি জুনিয়রদের মতো সুযোগ দেওয়া হত সে বাংলাদেশ ক্রিকেটের অন্যতম তারকা হয়ে উঠত।,তাঁকে যদি জুনিয়রদের মতো সুযোগ দেওয়া হত সে বাংলাদেশ ক্রিকেটের অন্যতম তারকা হয়ে উঠত।,neutral
1858,তাই ডিম দর্শনীয় কিন্তু সাম ছিল না।,তাই ডিম দর্শনীয় কিন্তু সাম ছিল না।,neutral
1859,তাই খাবার ছিল,তাই খাবার ছিল,neutral
1922,তবে এটি কেবল শহরে তাইওয়ানি রেস্তোরাঁ।,তবে এটি কেবল শহরে তাইওয়ানি রেস্তোরাঁ।,neutral
1764,টেস্টে সিনিয়র খেলাওয়ারে বিকল্প নেই,টেস্টে সিনিয়র খেলাওয়ারে বিকল্প নেই,neutral
1836,টি টোয়েন্টিতে আফগানরা ৯ নাম্বার আমরা ১০ নাম্বার..,টি টোয়েন্টিতে আফগানরা ৯ নাম্বার আমরা ১০ নাম্বার..,neutral
2404,টাকা থাকলে এ দেশে সব হয়,টাকা থাকলে এ দেশে সব হয়,neutral
2532,জয় বাংলা!!,জয় বাংলা!!,neutral
2381,জমিদার বংশের,জমিদার বংশের,neutral
1879,জ শ্রীলঙ্কান স্পিনার হেরাত ৪০/৪২ বছর বয়সে ক্রিকেট খেলছে!!,জ শ্রীলঙ্কান স্পিনার হেরাত ৪০/৪২ বছর বয়সে ক্রিকেট খেলছে!!,neutral
1753,চার্ট হাউসে যাই আমরা সাধারণত জন্মদিন বা বার্ষিকী উদযাপন করতে।,চার্ট হাউসে যাই আমরা সাধারণত জন্মদিন বা বার্ষিকী উদযাপন করতে।,neutral
1813,"গোপন সংবাদের ভিত্তিতে জানা গেছে যে, আব্দুর রাজ্জাক ঢাকা টেস্টে খেলছে।","গোপন সংবাদের ভিত্তিতে জানা গেছে যে, আব্দুর রাজ্জাক ঢাকা টেস্টে খেলছে।",neutral
2387,গরুটা কখন জবাই করে খেয়ে বলে কথা,গরুটা কখন জবাই করে খেয়ে বলে কথা,neutral
1923,গতকালও ইন্ডিয়া টেস্টে ১৮৭ তে অলআউট!,গতকালও ইন্ডিয়া টেস্টে ১৮৭ তে অলআউট!,neutral
1948,গত দুবছর আগে প্রমিজ করছিলাম বাংলাদেশ ও বার্সার খেলা ছাড়া কোন খেলাই দেখব না। কথা রেখেছি। সত্যিই বিনোদন পাচ্ছি ।,গত দুবছর আগে প্রমিজ করছিলাম বাংলাদেশ ও বার্সার খেলা ছাড়া কোন খেলাই দেখব না। কথা রেখেছি। সত্যিই বিনোদন পাচ্ছি ।,neutral
2064,গড় সেবা ।,গড় সেবা ।,neutral
1979,খেলার ফলাফল কি,খেলার ফলাফল কি,neutral
1851,"ক্রিকেটিয় আচরন এমন হওয়া উচিত,,,এটা ভদ্রলোকের খেলা,,,,","ক্রিকেটিয় আচরন এমন হওয়া উচিত,,,এটা ভদ্রলোকের খেলা,,,,",neutral
1960,"ক্রিকেটারদের জন্য সবচেয়ে গুরুত্বপূর্ণ, সর্বনিম্ন বেতনের সীমাও দিয়ে দিয়েছে আইপিএল কমিটি","ক্রিকেটারদের জন্য সবচেয়ে গুরুত্বপূর্ণ, সর্বনিম্ন বেতনের সীমাও দিয়ে দিয়েছে আইপিএল কমিটি",neutral
1832,ক্রিকেটবোদ্ধা পাগলটারে বেধে রাখা গেলনা সে শিকল ছিড়ে বেরিয়ে এসে সবার সামনে এসে হাজির !,ক্রিকেটবোদ্ধা পাগলটারে বেধে রাখা গেলনা সে শিকল ছিড়ে বেরিয়ে এসে সবার সামনে এসে হাজির !,neutral
1802,কোহলি ১৬০ অপরাজিত...,কোহলি ১৬০ অপরাজিত...,neutral
1743,কোন বরফ জন্য জিজ্ঞাসা লেট সঙ্গে seltzer.,কোন বরফ জন্য জিজ্ঞাসা লেট সঙ্গে seltzer.,neutral
1779,কেউ কেউ সেবা সম্পর্কে মারে এর কথা বলে ।,কেউ কেউ সেবা সম্পর্কে মারে এর কথা বলে ।,neutral
1968,কুমিল্লাকে কে তো 5 ওভারে 62 target দিয়েছে আর কুমিল্লা সেটা মানেনি,কুমিল্লাকে কে তো 5 ওভারে 62 target দিয়েছে আর কুমিল্লা সেটা মানেনি,neutral
1965,কিসের জন্য?,কিসের জন্য?,neutral
1781,কিন্তু তারা কি,কিন্তু তারা কি,neutral
1866,কিছুদিন ধরে এই রেস্টুরেন্ট দ্বারা পাস করার পর আমি অবশেষে ডিনার করতে এবং রাতের খাবারের সিদ্ধান্ত নিয়েছিলাম।,কিছুদিন ধরে এই রেস্টুরেন্ট দ্বারা পাস করার পর আমি অবশেষে ডিনার করতে এবং রাতের খাবারের সিদ্ধান্ত নিয়েছিলাম।,neutral
1767,কিছু শিশুর ইচ্ছা করে তাদের পিজা পেতে,কিছু শিশুর ইচ্ছা করে তাদের পিজা পেতে,neutral
1934,কিছু বলার নাই আমাদের টীম এর খেলা নিয়ে.আমাদের চুপ থাকাই উচিত,কিছু বলার নাই আমাদের টীম এর খেলা নিয়ে.আমাদের চুপ থাকাই উচিত,neutral
2077,"কিছু দিন আগে সাকিব যখন খেলতে পারলো না তখন সবাই তার সমালোচনা করলো।,","কিছু দিন আগে সাকিব যখন খেলতে পারলো না তখন সবাই তার সমালোচনা করলো।,",neutral
1817,"কিছু কিন্তু,  রান্না করার বাইরে দাঁড়িয়ে আছে","কিছু কিন্তু,  রান্না করার বাইরে দাঁড়িয়ে আছে",neutral
2385,কি কয়,কি কয়,neutral
1967,কালা চার্লস-ম্যাককালামের গড়া ১৫১ রানের জুটিটা টিকল মাত্র এক দিন!,কালা চার্লস-ম্যাককালামের গড়া ১৫১ রানের জুটিটা টিকল মাত্র এক দিন!,neutral
1770,কমপক্ষে ৮ জন বেট্সমেন লাগবে।,কমপক্ষে ৮ জন বেট্সমেন লাগবে।,neutral
1838,"ওহ, সম্ভবত আমি  কিছু চমৎকার বলতে হবে।","ওহ, সম্ভবত আমি  কিছু চমৎকার বলতে হবে।",neutral
1937,"এলিমিনেটর  , কোয়ালিফায়ার ২টি আর ফাইনাল-  শুধু মাত্র শেষের এই চারটি খেলা মিরপুরে ফেলা হোক ।","এলিমিনেটর  , কোয়ালিফায়ার ২টি আর ফাইনাল-  শুধু মাত্র শেষের এই চারটি খেলা মিরপুরে ফেলা হোক ।",neutral
1797,এর চেয়ে বেশি রানে জিতার রেকড আছে কি,এর চেয়ে বেশি রানে জিতার রেকড আছে কি,neutral
2016,এবং এটা কোনও কৃতিত্ব নয় ...,এবং এটা কোনও কৃতিত্ব নয় ...,neutral
1913,এত টেনশন নিয়া লাভ নাই। বাংলাদেশ বাংলাদেশের মতোই খেলবে হার জিত যাই হোক।,এত টেনশন নিয়া লাভ নাই। বাংলাদেশ বাংলাদেশের মতোই খেলবে হার জিত যাই হোক।,neutral
1961,এত টাকা বিনীয়োগের বিপরীতে প্রতিটি ফ্র্যাঞ্চাইজির আয়টা কেমন সেটাও বিস্তারিত জানালে পাঠকদের জানা হত,এত টাকা বিনীয়োগের বিপরীতে প্রতিটি ফ্র্যাঞ্চাইজির আয়টা কেমন সেটাও বিস্তারিত জানালে পাঠকদের জানা হত,neutral
1740,এটি সুনির্দিষ্টভাবে বিশেষ আফগানিস্তান।,এটি সুনির্দিষ্টভাবে বিশেষ আফগানিস্তান।,neutral
1809,"এটি এনওয়াইসি এর মাঝখানে একটি সুস্বাদু রেস্টুরেন্ট ছিল,প্রথমে আমি একটু সন্দিহান ছিলাম।","এটি এনওয়াইসি এর মাঝখানে একটি সুস্বাদু রেস্টুরেন্ট ছিল,প্রথমে আমি একটু সন্দিহান ছিলাম।",neutral
29,এটি আপনি পরিবেশন করবেন।,এটি আপনি পরিবেশন করবেন।,neutral
1877,এটা যদি আপনার ভিতরে বসতে না হয় তাহলে একই নয়।,এটা যদি আপনার ভিতরে বসতে না হয় তাহলে একই নয়।,neutral
1798,এটা এখন ব্যাটিং পিচ,এটা এখন ব্যাটিং পিচ,neutral
1983,এটা অতিক্রম করো।,এটা অতিক্রম করো।,neutral
1854,এছাড়াও নিশ্চিত করেন যে আপনি সঙ্গীতের দিকে মনোযোগ দিচ্ছেন - বেশ অদ্ভুত নির্বাচন।,এছাড়াও নিশ্চিত করেন যে আপনি সঙ্গীতের দিকে মনোযোগ দিচ্ছেন - বেশ অদ্ভুত নির্বাচন।,neutral
1950,"এখানে হাতুরর কোন যাদু করে নি, তার কথা কেন আসছে।","এখানে হাতুরর কোন যাদু করে নি, তার কথা কেন আসছে।",neutral
289,এখানে যাও.,এখানে যাও.,neutral
1925,এখানে নিখুঁত যোগফলের অংশগুলি  ব্যবহার করা হয়  আমার তুলনায় এটির বিট বড়।,এখানে নিখুঁত যোগফলের অংশগুলি  ব্যবহার করা হয়  আমার তুলনায় এটির বিট বড়।,neutral
1861,এখানে আপনি এটা করতে পারেন।,এখানে আপনি এটা করতে পারেন।,neutral
1745,একা যান না - টুকরা এবং খাবার এবং সিফুসের একটি নির্বাচন এমনকি দুইজন মানুষ সম্পূর্ণ অভিজ্ঞতার জন্য যথেষ্ট নয়।,একা যান না - টুকরা এবং খাবার এবং সিফুসের একটি নির্বাচন এমনকি দুইজন মানুষ সম্পূর্ণ অভিজ্ঞতার জন্য যথেষ্ট নয়।,neutral
1929,একটি সন্ধ্যায় একটি শোতে যোগদান আগে  আমার বোনকে নিয়ে আসি,একটি সন্ধ্যায় একটি শোতে যোগদান আগে  আমার বোনকে নিয়ে আসি,neutral
2521,"একটা ফোন কিনবো, কি ফোন ভাল হবে , ২০ থেকে ২৫ মধ্যে?","একটা ফোন কিনবো, কি ফোন ভাল হবে , ২০ থেকে ২৫ মধ্যে?",neutral
1898,"এই পিচে বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে,যেখানে ১৫০ রানের বেশি টার্গেট চেজ করা কঠিন হবে।","এই পিচে বাংলাদেশকে ৪র্থ ইনিংসে ব্যাট করতে হবে,যেখানে ১৫০ রানের বেশি টার্গেট চেজ করা কঠিন হবে।",neutral
1793,এই  দামে ভবনের ভাল ছাদ  জল ক্লাবের জন্য জলের চেষ্টা করবে,এই  দামে ভবনের ভাল ছাদ  জল ক্লাবের জন্য জলের চেষ্টা করবে,neutral
1744,ইমরুল খারাপ ফর্মে থাকা অবস্থায় তাকে নেওয়া হয়তেছে অথচ শাহরিয়ার নাফিসকে সুযোগ দেওয়া হয়তেছে না।, অথচ ,neutral
1893,আশরাফুল কবে ফিরবে ।,আশরাফুল কবে ফিরবে ।,neutral
2537,আলহামদুলিল্লাহ উতখেপন হয়ে গেসে তাহলে,আলহামদুলিল্লাহ উতখেপন হয়ে গেসে তাহলে,neutral
1805,"আরে ভাই,যাকে নেওয়া হয়েছে হয়েছেই। সবারই প্রতিভা আছে","আরে ভাই,যাকে নেওয়া হয়েছে হয়েছেই। সবারই প্রতিভা আছে",neutral
1880,আমি স্পন্দন দ্বারা পাস করেছি অনেক সময় বা সবসময় যেতে চাই।,আমি স্পন্দন দ্বারা পাস করেছি অনেক সময় বা সবসময় যেতে চাই।,neutral
1873,আমি সাধারণত ভারতীয় দের সাথে ওয়াইন না যাতে আমি তাদের ওয়াইন তালিকা বা তাদের ওয়াইন মন্তব্য করতে পারবেন না।,আমি সাধারণত ভারতীয় দের সাথে ওয়াইন না যাতে আমি তাদের ওয়াইন তালিকা বা তাদের ওয়াইন মন্তব্য করতে পারবেন না।,neutral
1863,আমি শুধু Mocaramel এর পর্যালোচনা পড়া এবং সাড়া প্রতিক্রিয়া অনুভূত করি।,আমি শুধু Mocaramel এর পর্যালোচনা পড়া এবং সাড়া প্রতিক্রিয়া অনুভূত করি।,neutral
2017,আমি প্রায়ই আমার পরিবারের সাথে সেখানে খেতে যাই,আমি প্রায়ই আমার পরিবারের সাথে সেখানে খেতে যাই,neutral
